image_name,skin_redness,sweat_score
32054.png,157.22731983418367,157.22731983418367
32217.png,169.73042889030611,169.73042889030611
30444.png,81.91189014668367,81.91189014668367
29635.png,128.5126953125,128.5126953125
31516.png,98.43038504464286,98.43038504464286
28944.png,121.93257732780613,121.93257732780613
28721.png,119.02222177933673,119.02222177933673
31654.png,119.2729791135204,119.2729791135204
30133.png,117.70254703443878,117.70254703443878
30784.png,165.9471061862245,165.9471061862245
30853.png,98.49328364158163,98.49328364158163
29510.png,128.48234215561226,128.48234215561226
31762.png,105.24435985331633,105.24435985331633
31381.png,61.20097257653061,61.20097257653061
30323.png,85.78866390306122,85.78866390306122
31626.png,145.12127311862244,145.12127311862244
30731.png,100.40923947704081,100.40923947704081
31829.png,88.90363919005102,88.90363919005102
32067.png,100.19728555484694,100.19728555484694
28895.png,113.4153977997449,113.4153977997449
28776.png,153.19015066964286,153.19015066964286
28833.png,113.84416852678571,113.84416852678571
31537.png,128.80393016581633,128.80393016581633
31049.png,125.7221380739796,125.7221380739796
30541.png,129.17996651785714,129.17996651785714
29761.png,130.16511878188774,130.16511878188774
29960.png,146.85190130739795,146.85190130739795
29765.png,87.2300103635204,87.2300103635204
29063.png,134.0226602359694,134.0226602359694
31838.png,109.44102758290816,109.44102758290816
31975.png,123.97765864158163,123.97765864158163
31824.png,72.88400829081633,72.88400829081633
31834.png,79.50432477678571,79.50432477678571
29425.png,110.76365194515306,110.76365194515306
32297.png,91.76594387755102,91.76594387755102
29627.png,129.1238241390306,129.1238241390306
28711.png,128.04817044005102,128.04817044005102
31408.png,93.70519770408163,93.70519770408163
30469.png,153.1614317602041,153.1614317602041
30440.png,71.35712292729592,71.35712292729592
28763.png,132.26843510841837,132.26843510841837
30810.png,53.91669323979592,53.91669323979592
31394.png,164.0127551020408,164.0127551020408
29088.png,134.48224250637756,134.48224250637756
32221.png,110.1534199617347,110.1534199617347
28732.png,148.13036112882654,148.13036112882654
32045.png,125.2065728635204,125.2065728635204
29622.png,168.69240274234693,168.69240274234693
30691.png,189.40489477040816,189.40489477040816
30900.png,140.15427694515307,140.15427694515307
31326.png,188.44778380102042,188.44778380102042
31437.png,113.23662707270408,113.23662707270408
30000.png,149.66990194515307,149.66990194515307
29693.png,137.4318997130102,137.4318997130102
30607.png,172.00444435586735,172.00444435586735
31665.png,117.56662547831633,117.56662547831633
30050.png,139.03348214285714,139.03348214285714
29140.png,79.23541135204081,79.23541135204081
30211.png,145.7639708227041,145.7639708227041
30958.png,53.585957429846935,53.585957429846935
30839.png,149.97263632015307,149.97263632015307
30617.png,119.8393255739796,119.8393255739796
28978.png,67.5824896364796,67.5824896364796
32293.png,144.6936184630102,144.6936184630102
31984.png,157.9699258609694,157.9699258609694
30090.png,96.16121253188776,96.16121253188776
29204.png,112.47967155612245,112.47967155612245
29314.png,82.34972895408163,82.34972895408163
30035.png,92.85220025510205,92.85220025510205
32277.png,178.8485730229592,178.8485730229592
31859.png,115.72128109056122,115.72128109056122
31283.png,84.10881696428571,84.10881696428571
31460.png,90.51506696428571,90.51506696428571
29949.png,138.67898995535714,138.67898995535714
30181.png,89.19116709183673,89.19116709183673
30519.png,104.25115593112245,104.25115593112245
29792.png,163.69702646683675,163.69702646683675
29561.png,57.492805325255105,57.492805325255105
29638.png,85.89582669005102,85.89582669005102
31503.png,159.16856664540816,159.16856664540816
30838.png,113.05644132653062,113.05644132653062
30410.png,86.36696827168367,86.36696827168367
31454.png,121.87354512117346,121.87354512117346
30715.png,125.40234375,125.40234375
29900.png,175.98493303571428,175.98493303571428
30816.png,114.42241310586735,114.42241310586735
30233.png,94.7934271364796,94.7934271364796
29654.png,138.4695671237245,138.4695671237245
29446.png,81.505859375,81.505859375
31267.png,68.86951929209184,68.86951929209184
31660.png,126.52855947066327,126.52855947066327
32126.png,121.67677774234694,121.67677774234694
31957.png,144.63839285714286,144.63839285714286
32147.png,132.03256536989795,132.03256536989795
31327.png,70.8495097257653,70.8495097257653
30434.png,117.10287786989795,117.10287786989795
30162.png,113.23744419642857,113.23744419642857
29082.png,103.71125637755102,103.71125637755102
29481.png,168.4637077487245,168.4637077487245
31455.png,77.85279815051021,77.85279815051021
31183.png,105.42697704081633,105.42697704081633
31367.png,106.16691246811224,106.16691246811224
31470.png,147.6522441007653,147.6522441007653
29625.png,134.7551419005102,134.7551419005102
30785.png,103.88917012117346,103.88917012117346
29489.png,63.260383450255105,63.260383450255105
31941.png,175.52244100765307,175.52244100765307
29139.png,125.95701132015306,125.95701132015306
31900.png,90.67319036989795,90.67319036989795
29743.png,176.33743223852042,176.33743223852042
31109.png,114.77202248086735,114.77202248086735
30919.png,113.04001913265306,113.04001913265306
31791.png,138.95372289540816,138.95372289540816
30358.png,146.34305245535714,146.34305245535714
29858.png,86.41260762117346,86.41260762117346
30763.png,135.23070790816325,135.23070790816325
28788.png,152.39773995535714,152.39773995535714
29163.png,130.9241270727041,130.9241270727041
30045.png,148.92020089285714,148.92020089285714
31499.png,154.99264588647958,154.99264588647958
30170.png,155.50480309311226,155.50480309311226
31720.png,143.7490832270408,143.7490832270408
30130.png,74.52983498086735,74.52983498086735
29861.png,20.373485331632654,20.373485331632654
28887.png,125.88165656887755,125.88165656887755
28922.png,81.86692841198979,81.86692841198979
30789.png,165.20968191964286,165.20968191964286
30032.png,154.5955436862245,154.5955436862245
30056.png,89.63370934311224,89.63370934311224
31819.png,112.53053252551021,112.53053252551021
30994.png,104.51496731505102,104.51496731505102
31510.png,187.54850924744898,187.54850924744898
28993.png,110.76195790816327,110.76195790816327
30922.png,114.85883689413265,114.85883689413265
31522.png,122.40447624362245,122.40447624362245
29387.png,171.43478954081633,171.43478954081633
29128.png,98.4682318239796,98.4682318239796
28985.png,110.61126833545919,110.61126833545919
29377.png,120.25227200255102,120.25227200255102
29025.png,83.26171875,83.26171875
32241.png,107.17755500637755,107.17755500637755
30743.png,168.31477200255102,168.31477200255102
30274.png,145.86834343112244,145.86834343112244
32234.png,131.40573182397958,131.40573182397958
30525.png,117.27760283801021,117.27760283801021
30023.png,191.5798788265306,191.5798788265306
30433.png,81.50450414540816,81.50450414540816
30511.png,141.61776546556123,141.61776546556123
29757.png,145.10770089285714,145.10770089285714
30042.png,119.2262037627551,119.2262037627551
29852.png,92.5453802614796,92.5453802614796
29433.png,128.51126036352042,128.51126036352042
31894.png,174.3040098852041,174.3040098852041
29307.png,134.36407844387756,134.36407844387756
29875.png,141.84030213647958,141.84030213647958
29194.png,175.88424744897958,175.88424744897958
32089.png,125.95103236607143,125.95103236607143
31249.png,113.09723772321429,113.09723772321429
31434.png,156.05526546556123,156.05526546556123
31078.png,92.00492267219387,92.00492267219387
31407.png,105.52437420280613,105.52437420280613
31615.png,131.85307716836735,131.85307716836735
30298.png,130.57101004464286,130.57101004464286
31068.png,122.3740234375,122.3740234375
29749.png,95.68445073341837,95.68445073341837
31191.png,73.44308035714286,73.44308035714286
32064.png,121.08272879464286,121.08272879464286
31653.png,115.66294642857143,115.66294642857143
28961.png,107.80048230229592,107.80048230229592
29602.png,113.77851961096938,113.77851961096938
31158.png,63.9892578125,63.9892578125
30988.png,96.58294802295919,96.58294802295919
28889.png,82.83454241071429,82.83454241071429
30927.png,188.28553491709184,188.28553491709184
29502.png,122.49485809948979,122.49485809948979
31036.png,65.76446906887755,65.76446906887755
30017.png,130.7314453125,130.7314453125
29228.png,75.86529416454081,75.86529416454081
29569.png,120.82304288903062,120.82304288903062
31527.png,119.92847177933673,119.92847177933673
32145.png,42.1545559630102,42.1545559630102
30764.png,145.1259167729592,145.1259167729592
28802.png,112.39528858418367,112.39528858418367
30611.png,101.85066565688776,101.85066565688776
29393.png,117.77684550382654,117.77684550382654
30418.png,76.65164620535714,76.65164620535714
32005.png,82.44264190051021,82.44264190051021
30946.png,119.46091757015306,119.46091757015306
30277.png,172.27160395408163,172.27160395408163
30711.png,167.47032445790816,167.47032445790816
32197.png,122.85995296556122,122.85995296556122
32077.png,45.23138552295919,45.23138552295919
31065.png,154.22253667091837,154.22253667091837
32233.png,147.90096859056123,147.90096859056123
32138.png,86.80159837372449,86.80159837372449
29188.png,123.08229033801021,123.08229033801021
32164.png,145.56869818239795,145.56869818239795
29644.png,122.546875,122.546875
30473.png,125.98537149234694,125.98537149234694
29243.png,128.19298070790816,128.19298070790816
31580.png,155.61668925382654,155.61668925382654
31333.png,145.21560108418367,145.21560108418367
32030.png,147.04392538265307,147.04392538265307
29305.png,78.1415019132653,78.1415019132653
32065.png,160.16179049744898,160.16179049744898
30957.png,147.16517857142858,147.16517857142858
31857.png,135.13809390943877,135.13809390943877
31616.png,89.904296875,89.904296875
30674.png,151.80588329081633,151.80588329081633
31817.png,124.78346221301021,124.78346221301021
30254.png,176.12739158163265,176.12739158163265
30154.png,133.94172512755102,133.94172512755102
32276.png,126.38596141581633,126.38596141581633
30389.png,99.60050621811224,99.60050621811224
32175.png,70.3848652742347,70.3848652742347
31547.png,112.58555883290816,112.58555883290816
31227.png,128.38813376913265,128.38813376913265
31634.png,102.05919164540816,102.05919164540816
32202.png,113.8750996492347,113.8750996492347
31995.png,127.26787707270408,127.26787707270408
31025.png,167.126953125,167.126953125
29150.png,150.6277702487245,150.6277702487245
30846.png,107.57661033163265,107.57661033163265
31881.png,123.02212213010205,123.02212213010205
31417.png,219.38624043367346,219.38624043367346
31290.png,139.94074856505102,139.94074856505102
30226.png,146.98194355867346,146.98194355867346
32255.png,145.4453125,145.4453125
28916.png,109.54061702806122,109.54061702806122
30750.png,122.67600047831633,122.67600047831633
30980.png,103.97831632653062,103.97831632653062
29206.png,154.0099250637755,154.0099250637755
29620.png,47.11611128826531,47.11611128826531
30671.png,107.64008689413265,107.64008689413265
31111.png,88.23905851403062,88.23905851403062
29854.png,58.15120774872449,58.15120774872449
28921.png,132.27730389030611,132.27730389030611
31387.png,93.78304368622449,93.78304368622449
30104.png,135.47550621811226,135.47550621811226
29064.png,141.8966836734694,141.8966836734694
28852.png,128.26317362882654,128.26317362882654
32006.png,111.44102758290816,111.44102758290816
32295.png,186.61098931760205,186.61098931760205
29835.png,135.8673867984694,135.8673867984694
31094.png,71.00809151785714,71.00809151785714
31149.png,96.22209821428571,96.22209821428571
31728.png,144.74848533163265,144.74848533163265
30968.png,128.0827487244898,128.0827487244898
28880.png,171.5850605867347,171.5850605867347
29783.png,90.79201211734694,90.79201211734694
31901.png,125.00894850127551,125.00894850127551
30575.png,92.86328125,92.86328125
29412.png,136.29474250637756,136.29474250637756
31355.png,98.6722337372449,98.6722337372449
31600.png,92.68943319515306,92.68943319515306
31980.png,106.4622727997449,106.4622727997449
29642.png,102.03609295280613,102.03609295280613
31652.png,131.62476084183675,131.62476084183675
28923.png,125.84008290816327,125.84008290816327
30818.png,63.18036511479592,63.18036511479592
31988.png,130.24164939413265,130.24164939413265
31225.png,119.43333466198979,119.43333466198979
31555.png,111.35877710459184,111.35877710459184
29985.png,166.4263990752551,166.4263990752551
30251.png,71.84428810586735,71.84428810586735
31705.png,108.14779974489795,108.14779974489795
28966.png,106.02509167729592,106.02509167729592
29141.png,142.45886479591837,142.45886479591837
31404.png,114.3700175382653,114.3700175382653
32296.png,105.65736607142857,105.65736607142857
30576.png,89.77907764668367,89.77907764668367
31601.png,50.05269451530612,50.05269451530612
29737.png,157.89616549744898,157.89616549744898
30134.png,151.07202646683675,151.07202646683675
30404.png,68.02329799107143,68.02329799107143
29804.png,177.36063058035714,177.36063058035714
30289.png,99.6194993622449,99.6194993622449
31397.png,138.61172672193877,138.61172672193877
30438.png,114.68333466198979,114.68333466198979
30292.png,99.41462053571429,99.41462053571429
30791.png,144.34026227678572,144.34026227678572
30383.png,64.1283880739796,64.1283880739796
29207.png,130.95005580357142,130.95005580357142
31237.png,78.60865752551021,78.60865752551021
29687.png,194.0321667729592,194.0321667729592
31386.png,129.50922751913265,129.50922751913265
30270.png,71.80357142857143,71.80357142857143
29755.png,105.2129902742347,105.2129902742347
29420.png,113.59590242346938,113.59590242346938
29251.png,97.41163105867346,97.41163105867346
32131.png,135.9678332270408,135.9678332270408
29531.png,106.54412468112245,106.54412468112245
28751.png,68.5971978635204,68.5971978635204
29264.png,92.09187659438776,92.09187659438776
29970.png,55.377810108418366,55.377810108418366
30123.png,144.28366151147958,144.28366151147958
32157.png,153.21908880739795,153.21908880739795
28876.png,116.74643255739795,116.74643255739795
31619.png,87.4286112882653,87.4286112882653
30523.png,113.24711017219387,113.24711017219387
30150.png,111.8499681122449,111.8499681122449
29261.png,110.66336495535714,110.66336495535714
31265.png,151.05687978316325,151.05687978316325
29972.png,129.24754862882654,129.24754862882654
29114.png,80.7083665497449,80.7083665497449
31072.png,117.36344068877551,117.36344068877551
32042.png,133.05612244897958,133.05612244897958
30752.png,102.0855787627551,102.0855787627551
31186.png,104.52335778061224,104.52335778061224
30867.png,87.11234454719387,87.11234454719387
30701.png,144.27828045280611,144.27828045280611
29922.png,174.59319196428572,174.59319196428572
31788.png,111.09956951530613,111.09956951530613
31712.png,147.50115593112244,147.50115593112244
31175.png,107.38141741071429,107.38141741071429
29936.png,99.90351961096938,99.90351961096938
32124.png,120.52736367984694,120.52736367984694
31319.png,129.58087531887756,129.58087531887756
31424.png,136.81423389668367,136.81423389668367
31300.png,130.53413982780611,130.53413982780611
29401.png,122.05110012755102,122.05110012755102
30215.png,140.27407525510205,140.27407525510205
30540.png,92.78384088010205,92.78384088010205
29350.png,136.83472177933675,136.83472177933675
31471.png,117.23929767219387,117.23929767219387
29781.png,177.7536073022959,177.7536073022959
30913.png,163.94921875,163.94921875
31843.png,155.64867665816325,155.64867665816325
30183.png,119.8365553252551,119.8365553252551
29318.png,113.63482541454081,113.63482541454081
30402.png,80.67412707270408,80.67412707270408
28744.png,85.50267059948979,85.50267059948979
31585.png,134.47803730867346,134.47803730867346
31539.png,133.2244499362245,133.2244499362245
30923.png,52.553292410714285,52.553292410714285
31272.png,172.00438456632654,172.00438456632654
30118.png,132.29799107142858,132.29799107142858
29058.png,112.9967115752551,112.9967115752551
30880.png,117.24537627551021,117.24537627551021
29819.png,173.48580994897958,173.48580994897958
30308.png,146.044921875,146.044921875
29546.png,24.69333944515306,24.69333944515306
32091.png,130.08370535714286,130.08370535714286
28865.png,192.38145727040816,192.38145727040816
29002.png,122.29581871811224,122.29581871811224
31313.png,186.35710299744898,186.35710299744898
31302.png,88.16348453443878,88.16348453443878
31646.png,99.62193080357143,99.62193080357143
29121.png,125.71827168367346,125.71827168367346
31217.png,94.5073541135204,94.5073541135204
29052.png,161.4482421875,161.4482421875
29553.png,149.42879065688774,149.42879065688774
31913.png,130.9404296875,130.9404296875
31886.png,95.57655054209184,95.57655054209184
32038.png,79.91996173469387,79.91996173469387
31104.png,147.4905333227041,147.4905333227041
29029.png,180.4996412627551,180.4996412627551
31113.png,108.80108019770408,108.80108019770408
29083.png,38.18592554209184,38.18592554209184
29560.png,119.23927774234694,119.23927774234694
29162.png,114.76245615433673,114.76245615433673
31893.png,135.72439014668367,135.72439014668367
29270.png,114.44198421556122,114.44198421556122
29529.png,107.5797193877551,107.5797193877551
29078.png,132.93337452168367,132.93337452168367
31480.png,112.75942681760205,112.75942681760205
30863.png,135.49035395408163,135.49035395408163
29652.png,86.40507413903062,86.40507413903062
32015.png,168.5002989477041,168.5002989477041
31161.png,167.47032445790816,167.47032445790816
30088.png,100.13797433035714,100.13797433035714
30659.png,50.528340242346935,50.528340242346935
31009.png,92.43291613520408,92.43291613520408
29964.png,134.73604910714286,134.73604910714286
29816.png,141.02068718112244,141.02068718112244
29174.png,100.57172751913265,100.57172751913265
30326.png,92.58623644770408,92.58623644770408
28735.png,120.87003746811224,120.87003746811224
29342.png,166.38693797831633,166.38693797831633
32209.png,89.46580038265306,89.46580038265306
31710.png,121.74711017219387,121.74711017219387
29941.png,161.10249920280611,161.10249920280611
30505.png,145.38936941964286,145.38936941964286
30442.png,122.95402184311224,122.95402184311224
31099.png,124.86284279336735,124.86284279336735
31040.png,123.22379225127551,123.22379225127551
31536.png,142.4876634247449,142.4876634247449
29986.png,78.06746253188776,78.06746253188776
31721.png,78.46954719387755,78.46954719387755
30655.png,80.95256696428571,80.95256696428571
29573.png,114.33083545918367,114.33083545918367
30529.png,136.16099330357142,136.16099330357142
28926.png,134.45681202168367,134.45681202168367
30650.png,79.44001116071429,79.44001116071429
30363.png,155.21815210459184,155.21815210459184
31115.png,174.90467554209184,174.90467554209184
32195.png,99.81730309311224,99.81730309311224
31642.png,167.74567522321428,167.74567522321428
30435.png,32.86180644132653,32.86180644132653
31887.png,91.8218072385204,91.8218072385204
29689.png,121.09819435586735,121.09819435586735
32254.png,89.80899234693878,89.80899234693878
31508.png,59.567502391581634,59.567502391581634
29942.png,83.47831632653062,83.47831632653062
30272.png,179.7244499362245,179.7244499362245
32267.png,144.56544961734693,144.56544961734693
29468.png,92.66143176020408,92.66143176020408
31459.png,163.39158163265307,163.39158163265307
29383.png,130.80743781887756,130.80743781887756
29097.png,106.44144610969387,106.44144610969387
31351.png,150.62559789540816,150.62559789540816
31406.png,102.79894770408163,102.79894770408163
30144.png,97.95681202168367,97.95681202168367
29550.png,112.65033083545919,112.65033083545919
30377.png,122.54053730867346,122.54053730867346
31967.png,83.66009646045919,83.66009646045919
28886.png,121.02905771683673,121.02905771683673
29632.png,87.74077248086735,87.74077248086735
29316.png,90.45192920918367,90.45192920918367
31032.png,84.12557796556122,84.12557796556122
31669.png,171.50486288265307,171.50486288265307
28771.png,94.38456632653062,94.38456632653062
31976.png,69.38143734056122,69.38143734056122
29524.png,131.6809231505102,131.6809231505102
31548.png,106.31724330357143,106.31724330357143
28930.png,95.26231664540816,95.26231664540816
30462.png,149.81784119897958,149.81784119897958
30800.png,118.69076849489795,118.69076849489795
31511.png,98.70868542729592,98.70868542729592
29081.png,74.06186224489795,74.06186224489795
30214.png,120.92659837372449,120.92659837372449
31182.png,77.70485889668367,77.70485889668367
30001.png,132.97670200892858,132.97670200892858
28959.png,133.8028340242347,133.8028340242347
31676.png,54.48551100127551,54.48551100127551
30892.png,106.62336575255102,106.62336575255102
30378.png,92.33227040816327,92.33227040816327
28765.png,99.89520886479592,99.89520886479592
30817.png,138.68690210459184,138.68690210459184
30740.png,144.12468112244898,144.12468112244898
28762.png,199.2268614477041,199.2268614477041
30046.png,176.7150031887755,176.7150031887755
31799.png,146.79057716836735,146.79057716836735
31102.png,162.2316047512755,162.2316047512755
29798.png,136.45828683035714,136.45828683035714
29823.png,113.1653977997449,113.1653977997449
28888.png,137.21153539540816,137.21153539540816
31998.png,172.5838847257653,172.5838847257653
30005.png,126.79542012117346,126.79542012117346
30412.png,183.59305245535714,183.59305245535714
31097.png,112.82254464285714,112.82254464285714
31224.png,134.9593431122449,134.9593431122449
31795.png,102.79811065051021,102.79811065051021
30873.png,151.58944515306123,151.58944515306123
31304.png,121.84699856505102,121.84699856505102
32035.png,107.27582908163265,107.27582908163265
